Customer_ID,Age,Income,Credit_Score,Investment_Returns,Risk_Level,Customer_Feedback
1569,25.0,61405,828,6.39,High,Happy with the app.
1570,25.0,77466,602,6.09,Low,Fees are high.
1571,51.0,85624,724,8.16,Medium,The app is [MASK].
1572,25.0,49363,682,10.77,High,Average.
1573,45.0,45768,770,5.94,Low,Fees are high.
1574,25.0,60234,602,7.25,High,The app is [MASK].
1575,49.0,85624,652,3.22,High,Happy with the app.
1576,32.0,43844,602,3.99,High,The app is [MASK].
1577,52.0,84988,701,11.64,High,Average.
1578,26.0,76787,763,3.54,High,Happy with the app.
1579,25.0,56825,670,10.07,High,Fees are high.
1580,32.0,85624,825,3.39,Low,Great service!
1581,25.0,46141,742,8.61,High,Great service!
1582,47.0,75463,772,11.54,Medium,nan
1583,56.0,54844,724,8.53,Low,Great service!
1584,37.0,30676,654,5.19,Low,Fees are high.
1585,,59692,604,7.9,High,Great service!
1586,,77468,758,8.39,High,Great service!
1587,53.0,54593,602,9.2,Medium,The app is [MASK].
1588,25.0,47408,774,11.97,High,Average.
1589,25.0,82000,643,6.6,Medium,Fees are high.
1590,60.0,35200,667,11.97,High,Happy with the app.
1591,25.0,85624,761,3.27,High,The app is [MASK].
1592,,85624,697,11.97,Medium,Great service!
1593,26.0,40350,688,2.07,Medium,Fees are high.
1594,44.0,85624,678,2.07,Medium,The app is [MASK].
1595,44.0,75994,602,8.84,High,Happy with the app.
1596,25.0,59654,724,2.07,Medium,Fees are high.
1597,30.0,77890,675,11.41,High,The app is [MASK].
1598,33.0,56224,617,11.97,High,nan
1599,50.0,78482,719,6.85,Medium,nan
1600,56.0,85624,756,6.43,Medium,The app is [MASK].
1601,59.0,66170,634,2.47,Medium,Fees are high.
1602,32.0,55859,602,4.19,High,nan
1603,48.0,53887,602,11.97,Medium,Average.
1604,39.0,30663,660,11.59,High,Average.
1605,47.0,54908,602,6.76,Low,Average.
1606,25.0,28279,602,3.31,Low,nan
1607,49.0,83254,791,6.29,Medium,Great service!
1608,35.0,39383,602,6.51,High,The app is [MASK].
1609,25.0,63813,727,6.54,Low,Average.
1610,,62591,670,9.49,Low,Happy with the app.
1611,25.0,85624,602,7.52,High,nan
1612,,85624,703,6.53,Medium,Happy with the app.
1613,29.0,85624,691,7.59,Medium,Average.
1614,50.0,68893,750,11.93,Medium,The app is [MASK].
1615,41.0,85624,685,3.0,Low,Great service!
1616,26.0,57896,694,11.97,High,Happy with the app.
1617,31.0,68036,765,5.81,High,Happy with the app.
1618,,85624,820,11.09,Medium,Average.
1619,25.0,52591,626,2.07,Low,The app is [MASK].
1620,41.0,75625,721,11.97,High,nan
1621,,61504,746,4.1,Medium,nan
1622,45.0,47602,741,5.16,High,nan
1623,27.0,59621,709,5.28,High,The app is [MASK].
1624,26.0,85624,602,11.97,Low,The app is [MASK].
1625,25.0,77340,782,2.31,Low,Great service!
1626,25.0,37610,693,8.21,Medium,Great service!
1627,35.0,78839,602,5.59,High,Great service!
1628,28.0,85624,795,6.16,Medium,The app is [MASK].
1629,33.0,75667,662,9.67,Low,Average.
1630,,52707,716,2.43,High,The app is [MASK].
1631,25.0,65320,646,10.7,Low,Average.
1632,26.0,39299,728,6.31,High,The app is [MASK].
1633,36.0,55026,656,2.07,Medium,nan
1634,42.0,76482,643,10.73,Medium,Fees are high.
1635,25.0,85624,797,8.54,Medium,Great service!
1636,30.0,82775,849,8.88,Medium,nan
1637,25.0,45483,660,2.07,Medium,nan
1638,25.0,75114,756,11.97,High,Fees are high.
1639,28.0,58129,731,6.65,Medium,Fees are high.
1640,38.0,43205,680,3.5,High,Great service!
1641,41.0,51215,693,5.34,High,Fees are high.
1642,37.0,85624,602,5.49,Medium,Average.
1643,31.0,76268,738,8.54,Medium,Average.
1644,25.0,44311,676,9.9,Medium,nan
1645,32.0,80681,602,2.44,High,Great service!
1646,,33666,602,4.55,High,The app is [MASK].
1647,39.0,60434,732,11.97,Low,Fees are high.
1648,,45492,604,5.25,High,Great service!
1649,33.0,54254,849,3.83,Medium,nan
1650,34.0,37434,602,6.62,Medium,Great service!
1651,37.0,85624,768,6.25,Medium,Great service!
1652,29.0,58450,808,11.97,High,Happy with the app.
1653,44.0,60722,602,10.02,High,Average.
1654,33.0,45560,602,7.47,High,Fees are high.
1655,26.0,84188,667,3.3,Medium,Great service!
1656,25.0,62832,654,2.07,High,nan
1657,,46408,792,3.75,High,nan
1658,39.0,64451,688,11.33,Medium,Great service!
1659,25.0,75640,618,11.2,Low,Great service!
1660,54.0,85624,602,4.72,High,Happy with the app.
1661,35.0,38213,686,5.37,High,Average.
1662,59.0,67962,849,4.86,Medium,nan
1663,25.0,85624,757,11.97,Medium,The app is [MASK].
1664,,36088,837,5.79,Low,Happy with the app.
1665,31.0,31222,844,6.31,High,nan
1666,29.0,85624,676,9.96,Low,Happy with the app.
1667,25.0,85624,784,7.25,Medium,The app is [MASK].
1668,34.0,60775,602,7.14,High,The app is [MASK].
1669,25.0,62941,702,8.87,Low,Great service!
1670,35.0,64680,642,2.07,Low,Great service!
1671,29.0,85624,823,2.07,Medium,Fees are high.
1672,60.0,85624,721,6.26,Medium,Average.
1673,47.0,85624,640,5.08,Low,Great service!
1674,25.0,72454,823,11.55,Medium,The app is [MASK].
1675,25.0,74543,629,3.87,Medium,Great service!
1676,34.0,85624,778,11.85,Medium,Great service!
1677,60.0,85624,763,2.63,Low,Fees are high.
1678,60.0,80532,602,2.48,Low,The app is [MASK].
1679,37.0,30205,707,11.21,High,Average.
1680,25.0,73114,634,5.56,Medium,nan
1681,31.0,85624,628,7.99,Low,The app is [MASK].
1682,25.0,51468,849,7.09,Medium,nan
1683,37.0,52777,837,4.28,Medium,nan
1684,50.0,67543,602,3.31,High,Happy with the app.
1685,26.0,84048,706,11.97,Medium,The app is [MASK].
1686,37.0,85624,687,7.7,Low,nan
1687,51.0,80959,725,7.8,Low,Fees are high.
1688,29.0,28279,663,5.41,Low,Great service!
1689,39.0,85624,773,4.51,Low,The app is [MASK].
1690,36.0,85624,714,8.43,Medium,Fees are high.
1691,25.0,81496,780,11.97,High,Average.
1692,,69930,793,8.49,Medium,Great service!
1693,43.0,28279,602,11.97,Medium,The app is [MASK].
1694,60.0,36227,691,11.97,Medium,Fees are high.
1695,25.0,85624,674,5.22,Low,The app is [MASK].
1696,44.0,76959,755,10.53,Low,Average.
1697,25.0,73543,784,11.97,High,Fees are high.
1698,,48143,602,2.07,High,Great service!
1699,31.0,67835,762,6.77,Low,Average.
1700,27.0,85624,668,10.26,Medium,Fees are high.
1701,33.0,67306,743,10.23,High,The app is [MASK].
1702,32.0,75237,602,2.07,Low,Average.
1703,25.0,71242,691,4.05,High,Fees are high.
1704,26.0,28279,722,7.08,Low,Fees are high.
1705,36.0,85624,741,8.71,High,The app is [MASK].
1706,29.0,38036,725,6.53,Medium,nan
1707,40.0,28279,782,4.69,High,Happy with the app.
1708,36.0,73314,716,8.08,Medium,The app is [MASK].
1709,32.0,85624,748,4.15,High,Fees are high.
1710,54.0,61425,814,2.89,Low,The app is [MASK].
1711,43.0,85624,602,11.97,Medium,Average.
1712,52.0,72687,648,2.07,Low,The app is [MASK].
1713,,85624,681,2.75,Medium,Happy with the app.
1714,25.0,51129,691,6.12,Medium,Happy with the app.
1715,29.0,85624,711,2.07,Medium,Fees are high.
1716,25.0,85531,653,9.85,High,The app is [MASK].
1717,45.0,56711,841,9.6,Medium,nan
1718,47.0,64585,602,11.97,High,nan
1719,25.0,85624,763,8.67,Medium,Great service!
1720,41.0,56200,777,4.79,Medium,Great service!
1721,25.0,77419,707,8.35,High,Happy with the app.
1722,28.0,28279,706,7.25,Low,Great service!
1723,27.0,85624,602,10.19,Low,Great service!
1724,40.0,79508,674,6.7,Medium,Fees are high.
1725,34.0,81771,682,2.58,Medium,The app is [MASK].
1726,25.0,81076,768,5.56,Medium,nan
1727,27.0,56058,838,5.1,High,Great service!
1728,40.0,61562,667,4.09,Low,Happy with the app.
1729,55.0,85624,758,5.38,Medium,The app is [MASK].
1730,,69691,707,2.5,High,Fees are high.
1731,43.0,82577,633,7.3,High,Average.
1732,27.0,85624,619,4.88,Medium,nan
1733,25.0,85624,710,11.97,Low,The app is [MASK].
1734,57.0,39693,677,11.61,Low,nan
1735,,85624,662,2.77,High,Fees are high.
1736,,32058,704,4.07,Low,Happy with the app.
1737,25.0,59538,668,2.07,Medium,nan
1738,26.0,55981,780,3.18,Low,nan
1739,25.0,79837,602,7.24,High,Great service!
1740,32.0,67246,672,11.97,High,Average.
1741,39.0,85624,628,2.77,Medium,Happy with the app.
1742,38.0,62518,797,11.97,Low,The app is [MASK].
1743,33.0,69562,732,6.68,High,nan
1744,33.0,85624,827,10.36,Medium,Average.
1745,29.0,54884,735,6.27,Low,Fees are high.
1746,60.0,46297,770,8.38,High,Happy with the app.
1747,32.0,85624,642,9.67,High,Happy with the app.
1748,53.0,67563,756,11.97,Medium,The app is [MASK].
1749,28.0,85624,721,2.8,Medium,Fees are high.
1750,25.0,85624,602,6.46,Medium,Average.
1751,25.0,63443,680,7.29,High,Average.
1752,60.0,85624,813,5.99,Medium,Fees are high.
1753,56.0,82520,602,11.3,Medium,Average.
1754,36.0,48383,773,5.27,Low,Happy with the app.
1755,,72120,649,8.52,Medium,nan
1756,43.0,77200,616,6.49,Medium,nan
1757,32.0,74026,656,6.9,High,Fees are high.
1758,26.0,28279,648,2.07,Low,Great service!
1759,25.0,42218,707,2.11,Medium,Great service!
1760,,30339,742,8.88,Low,Great service!
1761,60.0,29205,665,5.25,High,nan
1762,35.0,73969,669,11.97,Medium,The app is [MASK].
1763,45.0,81749,674,7.78,Medium,The app is [MASK].
1764,49.0,85624,698,5.62,High,nan
1765,59.0,85624,813,3.13,High,Great service!
1766,39.0,85624,684,7.31,Low,nan
1767,,85624,602,6.64,Medium,Average.
1768,43.0,52709,676,2.07,High,The app is [MASK].
1769,34.0,47737,685,2.07,Low,Happy with the app.
1770,37.0,68442,689,11.86,Medium,nan
1771,25.0,49713,602,11.65,Low,Average.
1772,51.0,47791,835,2.49,High,Happy with the app.
1773,44.0,85624,618,4.4,Low,Average.
1774,39.0,35276,773,8.88,High,nan
1775,52.0,44617,694,10.64,High,Great service!
1776,25.0,73190,768,6.79,Low,Fees are high.
1777,30.0,43020,696,11.97,Low,The app is [MASK].
1778,42.0,85624,677,7.45,Low,The app is [MASK].
1779,,62057,832,10.4,Medium,The app is [MASK].
1780,,85624,736,11.59,High,Happy with the app.
1781,60.0,83361,602,11.05,Medium,The app is [MASK].
1782,37.0,72008,705,5.72,Low,Great service!
1783,38.0,62748,602,9.3,Low,Fees are high.
1784,56.0,85624,649,11.97,High,Average.
1785,25.0,61643,727,5.32,Low,The app is [MASK].
1786,25.0,41326,727,3.18,High,Fees are high.
1787,,85624,677,11.1,Low,Great service!
1788,25.0,36671,735,5.9,Low,Fees are high.
1789,37.0,68568,788,8.69,Medium,Great service!
1790,25.0,67065,743,3.55,High,Great service!
1791,33.0,85624,672,3.54,Medium,The app is [MASK].
1792,42.0,50026,724,2.07,Medium,Average.
1793,,59446,849,10.71,Medium,Fees are high.
1794,35.0,58886,843,9.02,Medium,Average.
1795,43.0,62034,720,4.25,Medium,Great service!
1796,33.0,82627,622,8.43,Medium,Fees are high.
1797,30.0,85624,827,5.28,Medium,Fees are high.
1798,25.0,70611,757,6.67,High,Happy with the app.
1799,,85624,614,6.23,Low,nan
1800,41.0,85624,743,11.63,Low,Great service!
1801,25.0,67535,624,11.97,Medium,Fees are high.
1802,31.0,69190,732,9.2,Medium,Great service!
1803,35.0,53702,655,2.07,Medium,Great service!
1804,60.0,85624,650,9.26,Low,Average.
1805,25.0,71069,698,11.97,Medium,nan
1806,60.0,28279,656,6.74,Low,Great service!
1807,34.0,85624,639,6.7,Low,nan
1808,39.0,85624,784,2.23,High,Fees are high.
1809,25.0,38862,849,3.5,Low,Happy with the app.
1810,43.0,85624,602,8.89,Medium,The app is [MASK].
1811,33.0,85624,639,7.88,Medium,The app is [MASK].
1812,39.0,53127,727,8.59,High,nan
1813,34.0,85624,602,2.83,High,Happy with the app.
1814,25.0,55366,843,11.97,Low,Fees are high.
1815,25.0,57310,755,11.97,High,Happy with the app.
1816,,85624,660,5.48,Low,The app is [MASK].
1817,39.0,28644,602,10.95,Medium,Happy with the app.
1818,25.0,85624,692,2.07,Medium,Fees are high.
1819,,85624,820,9.02,Low,The app is [MASK].
1820,40.0,85624,602,7.92,Medium,Average.
1821,30.0,76357,830,5.44,High,Average.
1822,41.0,85624,839,4.42,Low,nan
1823,60.0,85624,656,4.5,Medium,Fees are high.
1824,25.0,85624,602,9.71,High,nan
1825,41.0,67455,722,3.87,Low,Average.
1826,44.0,85624,779,4.16,Medium,Fees are high.
1827,25.0,82070,729,2.07,Low,The app is [MASK].
1828,41.0,85624,730,9.87,Medium,Average.
1829,52.0,50794,842,6.65,High,nan
1830,33.0,85624,700,9.57,High,Average.
1831,25.0,68746,705,6.03,Medium,Happy with the app.
1832,51.0,41880,688,8.82,High,Fees are high.
1833,25.0,58741,806,8.1,Medium,The app is [MASK].
1834,25.0,85624,841,10.57,Low,Average.
1835,34.0,68886,719,4.28,Medium,Average.
1836,27.0,85624,814,2.07,Medium,The app is [MASK].
1837,36.0,60275,602,4.0,Low,Fees are high.
1838,27.0,84444,668,3.5,Low,Average.
1839,33.0,43875,774,9.89,High,Fees are high.
1840,35.0,76276,727,4.73,Medium,Fees are high.
1841,31.0,84870,698,6.4,High,Fees are high.
1842,25.0,57198,740,3.77,High,nan
1843,41.0,72442,670,9.84,Low,The app is [MASK].
1844,,66177,605,6.67,Low,Happy with the app.
1845,,80779,652,3.87,Medium,The app is [MASK].
1846,60.0,64579,661,7.53,Medium,The app is [MASK].
1847,,85624,698,3.19,Low,Fees are high.
1848,36.0,85624,727,3.17,High,Fees are high.
1849,25.0,74517,763,11.97,High,Happy with the app.
1850,34.0,83132,610,2.64,Medium,The app is [MASK].
1851,50.0,31581,744,8.25,High,Fees are high.
1852,53.0,76321,602,3.33,Low,nan
1853,52.0,85624,849,2.3,High,nan
1854,44.0,85624,786,6.51,Medium,Fees are high.
1855,44.0,85624,736,7.35,High,Great service!
1856,37.0,84877,692,6.19,Medium,The app is [MASK].
1857,,77884,611,11.97,Medium,Great service!
1858,,62835,629,6.38,Medium,Great service!
1859,,73852,651,4.45,Low,The app is [MASK].
1860,60.0,85624,676,8.43,Medium,nan
1861,,79956,664,4.57,Low,Fees are high.
1862,38.0,42200,655,5.93,Medium,Average.
1863,25.0,57320,733,11.97,Low,Happy with the app.
1864,25.0,83175,747,4.22,Medium,Great service!
1865,26.0,85624,777,9.37,Medium,nan
1866,43.0,82431,630,4.86,Medium,Great service!
1867,25.0,83398,697,6.44,Medium,nan
1868,60.0,85624,661,8.65,High,Great service!
1869,40.0,70766,722,2.07,Medium,The app is [MASK].
1870,25.0,85284,724,9.13,Medium,Great service!
1871,32.0,55923,706,4.35,High,Fees are high.
1872,31.0,31647,811,11.2,High,Great service!
1873,30.0,85160,616,3.79,Low,The app is [MASK].
1874,,51610,803,5.15,High,Average.
1875,,76656,718,2.74,High,nan
1876,44.0,58510,635,6.37,Low,nan
1877,41.0,85624,602,7.42,Low,Average.
1878,34.0,83491,602,4.12,Medium,The app is [MASK].
1879,,54565,669,9.84,High,Fees are high.
1880,49.0,55955,823,7.56,Medium,Average.
1881,26.0,28279,717,2.07,Medium,Average.
1882,28.0,59340,694,5.92,Medium,Average.
1883,,38845,664,7.39,Medium,Great service!
1884,54.0,28279,647,7.4,Low,Happy with the app.
1885,31.0,85624,694,10.63,High,nan
1886,45.0,76210,642,9.91,Medium,nan
1887,30.0,60635,602,2.07,High,The app is [MASK].
1888,35.0,82377,602,2.07,Low,The app is [MASK].
1889,,69396,706,11.0,Low,nan
1890,,85624,625,10.24,Low,nan
1891,27.0,85624,648,3.84,Medium,Fees are high.
1892,46.0,78595,726,8.34,Medium,Fees are high.
1893,26.0,85624,833,11.97,Medium,Average.
1894,25.0,78838,602,11.97,Low,Fees are high.
1895,25.0,85624,783,7.4,Medium,Great service!
1896,45.0,83131,805,5.49,Medium,nan
1897,26.0,77520,640,7.03,Medium,The app is [MASK].
1898,29.0,85624,739,8.33,High,Average.
1899,26.0,83994,695,4.84,Medium,Happy with the app.
1900,52.0,85018,645,5.27,High,nan
1901,26.0,58741,725,9.58,High,Great service!
1902,52.0,53120,659,3.82,High,nan
1903,38.0,74069,670,11.97,High,Great service!
1904,42.0,39781,667,4.87,Low,Average.
1905,31.0,85624,654,9.55,Low,nan
1906,29.0,63311,829,4.48,Low,Fees are high.
1907,53.0,85624,748,6.18,Medium,Fees are high.
1908,25.0,85624,788,2.43,High,Happy with the app.
1909,38.0,34952,774,6.41,High,Fees are high.
1910,29.0,85624,630,2.71,Medium,The app is [MASK].
1911,35.0,75260,696,11.97,Medium,The app is [MASK].
1912,42.0,80711,740,11.97,Low,Fees are high.
1913,28.0,70066,622,2.71,High,Fees are high.
1914,35.0,85624,699,8.95,Medium,Average.
1915,60.0,54783,602,2.76,High,Fees are high.
1916,53.0,56660,637,7.66,High,Average.
1917,25.0,69027,602,2.58,Medium,Great service!
1918,29.0,74247,602,11.97,Medium,Fees are high.
1919,32.0,41392,617,3.94,Medium,Happy with the app.
1920,57.0,85624,681,6.16,High,nan
1921,34.0,85624,602,7.3,Medium,Happy with the app.
1922,42.0,59978,602,4.55,High,Happy with the app.
1923,25.0,62188,826,9.53,Low,Fees are high.
1924,28.0,85624,766,9.36,Medium,The app is [MASK].
1925,38.0,65899,689,7.2,High,nan
1926,25.0,75905,822,9.74,High,The app is [MASK].
1927,45.0,85624,679,10.78,Medium,Great service!
1928,27.0,68248,794,7.73,Medium,Great service!
1929,,85624,721,3.08,Medium,Great service!
1930,47.0,56669,758,11.97,High,The app is [MASK].
1931,49.0,85624,658,9.03,High,Happy with the app.
1932,25.0,62869,791,11.93,Low,The app is [MASK].
1933,25.0,44570,705,5.3,High,Fees are high.
1934,49.0,75950,765,9.15,High,Happy with the app.
1935,26.0,50064,611,11.33,High,Happy with the app.
1936,29.0,83630,614,2.07,Low,Average.
1937,59.0,53640,602,9.41,Medium,Great service!
1938,25.0,34431,743,6.03,Medium,The app is [MASK].
1939,25.0,63111,716,6.79,High,Fees are high.
1940,29.0,56110,607,11.97,High,Happy with the app.
1941,31.0,85624,809,4.08,Medium,The app is [MASK].
1942,25.0,85624,705,6.96,Medium,nan
1943,,37388,623,6.64,High,Great service!
1944,25.0,54477,627,11.97,Medium,Fees are high.
1945,,85624,804,9.33,Low,Fees are high.
1946,25.0,64143,835,5.83,High,Average.
1947,50.0,81504,782,9.83,Low,Fees are high.
1948,25.0,85624,745,6.27,Low,Fees are high.
1949,60.0,85624,708,2.74,High,nan
1950,29.0,85624,602,4.13,Medium,The app is [MASK].
1951,25.0,78410,602,8.53,Medium,Happy with the app.
1952,28.0,55594,765,4.46,High,Great service!
1953,28.0,85624,698,8.92,Medium,Fees are high.
1954,28.0,85624,679,3.16,High,The app is [MASK].
1955,34.0,48807,712,2.07,High,The app is [MASK].
1956,56.0,80578,602,11.97,High,Happy with the app.
1957,25.0,85624,688,2.66,Low,nan
1958,40.0,43959,603,7.22,High,nan
1959,32.0,85624,602,6.09,Medium,nan
1960,36.0,85624,603,11.97,High,Happy with the app.
1961,30.0,49043,739,7.31,High,nan
1962,27.0,34655,727,2.07,High,Great service!
1963,25.0,52131,733,8.38,Low,Average.
1964,25.0,85624,624,11.31,Medium,Fees are high.
1965,60.0,43614,728,5.29,Low,nan
1966,,85045,694,8.66,Medium,Great service!
1967,37.0,80175,619,2.43,Low,Great service!
1968,34.0,34722,669,4.79,Low,Happy with the app.
1969,31.0,72713,766,2.07,Medium,Fees are high.
1970,43.0,28279,772,5.85,Low,Average.
1971,35.0,53920,719,4.71,Low,The app is [MASK].
1972,25.0,56081,849,9.77,High,Happy with the app.
1973,25.0,57148,643,9.63,High,The app is [MASK].
1974,,58904,634,4.44,High,Happy with the app.
1975,39.0,34586,682,9.08,Medium,The app is [MASK].
1976,27.0,85624,617,7.54,Low,The app is [MASK].
1977,25.0,85624,781,5.0,Medium,The app is [MASK].
1978,35.0,72712,785,4.99,Medium,Average.
1979,60.0,69142,681,7.54,Medium,nan
1980,44.0,35809,636,9.34,Low,Average.
1981,35.0,66204,623,5.91,Medium,Average.
1982,53.0,64393,708,2.07,Low,Fees are high.
1983,25.0,85624,688,11.97,Medium,nan
1984,60.0,71642,602,6.96,Medium,nan
1985,51.0,85249,677,10.51,High,The app is [MASK].
1986,,80015,825,7.22,Low,Great service!
1987,,85624,602,7.74,Low,Happy with the app.
1988,41.0,59044,734,3.82,Low,Average.
1989,37.0,43754,668,5.93,Medium,nan
1990,35.0,75002,687,11.97,Medium,Average.
1991,,85624,602,6.67,High,Average.
1992,28.0,51721,651,2.07,Medium,nan
1993,26.0,28279,738,3.38,High,Happy with the app.
1994,,85624,733,8.52,Medium,The app is [MASK].
1995,42.0,58835,705,10.33,High,Great service!
1996,47.0,67529,679,11.97,Medium,Happy with the app.
1997,35.0,32898,719,10.51,Low,Average.
1998,38.0,41286,643,5.5,Low,Fees are high.
1999,60.0,54802,713,9.42,High,Average.
2000,60.0,83300,612,7.99,Low,Average.
