Loan_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Interest_Rate,DTI_Ratio,Purpose,Statement,Is_Default,AI_Sentiment_Label,AI_Confidence,Sentiment_Risk_Score
ab0e664e-9c3e-42d5-91e1-aa9676f72255,21,117123,663,16231,5.28,38.81,Business,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
7e8adee7-0758-4201-961e-16d16105716b,54,145475,725,7788,8.44,41.05,Education,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,64,146318,774,23374,22.84,27.54,Debt Consolidation,I am currently between jobs but expect an offer soon.,1,neutral,0.8484305739402771,0
4223623b-cc3e-4dde-9ad5-cf06364d7c87,34,101943,600,14449,19.67,33.51,Personal,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
989d9d4a-e15c-4666-8797-b2c957207246,36,99277,698,30503,18.06,26.62,Personal,Overwhelmed by bills and need a quick fix.,0,negative,0.919330358505249,1
8e485223-46b9-4991-a14e-b70db380c73a,67,35279,624,37819,19.53,18.83,Debt Consolidation,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
30e912f2-f2b4-4abf-8441-aefd0299436a,59,125795,650,45230,24.03,20.87,Business,I have a lot of other debts but I promise to pay.,1,neutral,0.8092361092567444,0
680bac63-b856-4035-bdc9-829015eabb27,52,54902,663,28318,15.39,20.02,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
3d85de89-c217-4429-8e20-07247d137018,70,106083,629,24357,20.66,33.52,Debt Consolidation,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,30,121948,662,30534,10.31,9.26,Debt Consolidation,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
046a0df5-cafd-4613-b2bb-912d7da67785,27,42367,613,10721,7.53,22.95,Education,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
6786d506-38ba-4abc-8b53-05e517d2582e,43,97642,640,11099,16.33,36.38,Personal,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
a9f948b2-4e63-44bb-be49-3f43b118f68d,67,143113,716,41669,22.96,44.13,Education,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
8db06746-7927-4973-9e78-1fd794e0d3ba,29,60247,667,24734,9.27,10.84,Home Imp,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
ff233d5f-6ced-415d-9800-7c0287ea7ff5,25,72333,702,21495,23.8,33.84,Personal,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
5a104129-54ae-4d1b-8ce6-424dbef59fe6,29,64932,629,5443,23.9,18.29,Education,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
4e7ed827-455a-4762-b428-a656b3ee4d3b,42,81441,694,47666,24.45,10.44,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,41,48283,578,31099,24.33,16.66,Personal,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
be2d740a-1e9b-43bc-90c7-c006314d3441,45,61739,664,30751,11.35,42.28,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,70,97102,701,6763,23.99,23.46,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
bd1531c8-3764-4bda-b108-d4482f65fafa,25,132343,593,31813,17.97,10.57,Business,Overwhelmed by bills and need a quick fix.,1,negative,0.919330358505249,1
96ef2ad6-b97e-4703-86c8-adfe7bf47042,48,128425,643,29706,5.09,44.63,Personal,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
98c7472a-864e-4a13-829c-fc0cfa02eaec,47,96256,671,7409,20.5,19.38,Education,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
d52721e7-19bc-443e-bb02-bebb48729a4d,70,57536,711,48096,17.79,11.65,Education,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,62,77378,636,26731,24.26,22.22,Debt Consolidation,Overwhelmed by bills and need a quick fix.,1,negative,0.919330358505249,1
b540b30e-039f-4a25-8d61-68bd2defe193,54,98137,696,43044,18.28,13.84,Business,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
0ba6eab9-4639-447b-a067-bdac88bd13d1,65,90597,740,14879,10.92,5.98,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,28,133962,705,14284,10.99,18.72,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
a34b6cf6-2053-4a42-b1af-db65b289f224,49,119633,663,34651,10.36,17.01,Debt Consolidation,I am currently between jobs but expect an offer soon.,1,neutral,0.8484305739402771,0
1a432f0a-7daa-49f0-80b6-fce2de53790a,64,129864,694,15771,23.49,34.62,Education,My salary just increased so I can afford this loan.,1,positive,0.947860836982727,0
48ca7651-92f5-4f7b-8323-d342df6a8f93,48,85562,636,20194,20.65,30.19,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
5738811d-70c2-403f-ba8d-03aa782a65e0,68,105492,675,17931,13.17,22.18,Debt Consolidation,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
40a26c60-0d27-4659-b72a-da9b2f32751e,25,100674,662,11668,20.69,26.48,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,63,138067,694,37078,14.85,30.56,Education,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
7de31a51-6694-4343-90ba-58e3d2762bdc,43,71135,643,35006,16.77,37.55,Business,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
afbb411a-a123-4a8c-93b7-a88612f70c97,29,66049,682,12724,8.63,9.68,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
cfa701cd-2631-400b-a6d7-94d30db95301,59,43070,637,42670,11.75,12.43,Education,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,56,46871,702,37089,9.71,12.48,Personal,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
8edddfcd-1e52-4770-bf89-7142fe716b14,52,42895,642,17787,21.03,43.55,Education,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
989bc4da-9b37-422b-aa8a-616fc3b290d0,47,118079,571,34088,14.01,8.31,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
c693da11-39c6-41ca-9e50-aa42ca6dfda1,38,54470,610,40232,9.71,36.23,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
e893be3d-7354-4a6f-a160-745985c7504b,53,39838,658,42533,5.96,36.0,Business,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
96a9954f-dc33-41f9-8c1f-55ab715629ee,49,96611,753,19322,24.78,9.1,Home Imp,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
9191b363-4e2d-4645-adc7-cac7fd72b050,37,70688,705,10700,12.94,44.76,Home Imp,Overwhelmed by bills and need a quick fix.,1,negative,0.919330358505249,1
f5c9b047-9c10-4572-8f6b-40d09efba58b,43,137859,567,44994,17.1,11.64,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
c342bd2b-f295-456e-9967-5f06bd767e35,57,70982,590,39883,9.54,26.55,Business,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
43bfd931-3605-4f54-a021-c0ca3531968d,38,149832,737,38712,24.69,32.17,Debt Consolidation,I have a lot of other debts but I promise to pay.,1,neutral,0.8092361092567444,0
3d67cde9-2834-44c0-94c8-b3b4a911d192,24,61349,693,47984,6.23,39.64,Home Imp,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
2812859a-1337-439e-8d4f-5d272c7f0b79,69,135566,790,49317,11.94,10.69,Business,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
b07aa066-7354-45ea-a894-9b8d00af5b3a,61,129149,652,11101,12.16,34.99,Business,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
085b15fb-4a8f-4810-b84c-2f29980402a2,21,138889,635,11104,19.22,23.34,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
48603b32-b4fb-4eb9-89c1-3de73b4206c5,34,81314,669,18883,14.14,17.91,Business,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,52,128324,651,27527,22.72,35.49,Debt Consolidation,I have a lot of other debts but I promise to pay.,1,neutral,0.8092361092567444,0
43b9da13-ec85-4f37-bbc1-a987aff8754d,22,41284,710,15353,12.99,5.03,Personal,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
96fc734d-a003-4d28-8a8f-3653c9af18f8,62,64566,637,15418,22.3,40.06,Debt Consolidation,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
32a447b2-ef04-457d-8dcc-c33aa9434aa0,63,143462,665,47527,7.06,20.85,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
398d1ca6-8b68-40b5-9d61-fac36cd5e859,62,36953,608,11237,3.52,24.07,Home Imp,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
44007d5a-e88d-4719-a624-2b40a5cb63a2,21,26056,693,27516,21.07,44.53,Personal,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
0f44704f-1247-4a4e-a469-98e8d39e198b,45,36708,611,11712,5.72,19.7,Business,Need cash fast to cover some gambling losses.,1,positive,0.49670520424842834,0
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,62,113753,693,14362,4.97,27.53,Education,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
ebd34616-91b7-4d8e-9301-6989bfbbb17f,34,107323,765,14920,23.28,29.64,Personal,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
77fc9703-1fd5-4423-b06c-5c5649e2623d,29,123624,585,13071,16.18,20.36,Personal,Consolidating debt to reduce my overall monthly payments.,1,negative,0.7052075266838074,1
670acc5c-b321-4f21-8dd8-eb85b04d3376,62,36042,732,21263,15.4,29.0,Education,I am currently between jobs but expect an offer soon.,1,neutral,0.8484305739402771,0
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,63,139796,691,24768,7.92,29.28,Home Imp,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
9918ee46-1497-4658-b010-f7197e695d0d,36,89865,611,30289,5.92,24.98,Education,I am currently between jobs but expect an offer soon.,1,neutral,0.8484305739402771,0
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,44,147411,684,25740,6.34,39.43,Education,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,69,86736,703,9783,3.86,7.7,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,53,62550,622,46194,18.82,35.68,Personal,I missed a few payments recently due to an emergency.,0,negative,0.9581639170646667,1
964db03f-9340-4fad-9c4a-d56bd6016237,55,105746,694,15006,9.47,17.4,Education,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
c3c75611-ffe3-4a49-854f-92fff366bad4,55,67827,743,30606,16.11,35.53,Debt Consolidation,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,24,57044,635,10650,23.38,9.64,Education,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,63,122079,624,16511,6.07,33.32,Debt Consolidation,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
7135f221-a6c9-437f-84da-d06a7872bdeb,54,127627,669,21990,7.09,10.08,Business,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
ff37d19c-2e76-428b-8735-44f9ea83bf00,42,130789,678,33136,9.35,7.55,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
d0725b5c-a281-4044-af96-288295d82980,44,32266,711,37742,21.98,11.68,Home Imp,My salary just increased so I can afford this loan.,1,positive,0.947860836982727,0
785299f4-175b-498d-b814-01027de1bdfe,64,119736,666,12558,8.41,25.35,Debt Consolidation,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
5230dfbd-5553-42fe-a889-803e5913f9d3,51,72707,643,30098,23.28,12.16,Debt Consolidation,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,62,79967,615,19713,10.42,21.65,Business,My business is struggling but I hope this loan helps.,0,positive,0.6618829369544983,0
7ed70ed7-b194-490b-a961-929e546e035a,28,90803,585,49127,22.89,12.17,Education,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
668409e3-f1f8-443e-a99f-131849c8a43f,50,138512,613,23501,20.13,17.43,Debt Consolidation,Need cash fast to cover some gambling losses.,0,positive,0.49670520424842834,0
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,39,98899,605,24917,19.4,14.7,Business,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
409d3602-5084-4242-968b-1625746f7891,67,143022,665,40819,19.85,14.81,Debt Consolidation,I missed a few payments recently due to an emergency.,0,negative,0.9581639170646667,1
c5c5b37a-f85e-46a1-9dad-09b252c21221,43,108354,596,5628,23.95,5.06,Personal,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
d32e6dcd-83bc-4478-9d6a-c7b86778043b,34,94443,534,20608,12.53,43.45,Home Imp,Using this for home renovation which will increase asset value.,1,positive,0.7973698973655701,0
de8ede0b-a85c-4e4a-804b-6fabfcf56188,54,79140,663,29411,13.36,34.92,Education,I have a lot of other debts but I promise to pay.,0,neutral,0.8092361092567444,0
0de051a6-69ca-47d2-b644-14fd8ae769ed,25,102580,762,42212,4.84,31.5,Home Imp,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
9f64eeed-5c9d-427d-84b8-71bb300568d2,46,116845,729,26381,10.34,15.88,Debt Consolidation,I missed a few payments recently due to an emergency.,0,negative,0.9581639170646667,1
71299889-a01a-4992-bf9d-3e64c1a6423b,27,45369,645,11924,7.03,23.64,Personal,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
445dcc38-341c-4494-8d36-6dfcc28ebd70,49,65410,607,35365,9.2,9.8,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
49bc473f-ed7b-4656-a18a-15368c99a894,65,104076,799,7643,8.12,39.26,Home Imp,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
7c16128d-b2c0-4394-a17f-29e170286046,46,92300,671,8208,18.06,15.41,Home Imp,I have a lot of other debts but I promise to pay.,1,neutral,0.8092361092567444,0
a14923c2-f920-464c-8763-fcd01f15c7b6,56,123052,684,41052,8.87,23.48,Home Imp,Need cash fast to cover some gambling losses.,0,positive,0.49670520424842834,0
b5b453ca-3d42-493c-8c9f-d3349bdf0377,29,50969,652,31252,11.5,30.21,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
03802b70-8d03-491e-8f8d-5238288b78b5,22,33450,655,17959,22.9,22.74,Home Imp,My business is struggling but I hope this loan helps.,1,positive,0.6618829369544983,0
3985fb62-17dc-4eff-a872-13f98d605936,28,30596,628,35211,4.59,41.97,Personal,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,45,114550,660,32961,7.22,13.59,Home Imp,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
a5d04d53-1e12-42e3-b272-92b6762172ed,23,105492,746,45578,16.77,30.89,Personal,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
eec259dc-7f95-497c-a76a-a6ced50755d9,26,61670,724,30101,6.45,12.98,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
b495db4e-8245-4fb4-8ab7-706eb77350ca,22,75134,561,28534,13.81,36.26,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
7b85179a-d5b0-47e0-aa5d-932b45ff2c83,38,48568,589,6708,10.36,13.76,Business,I missed a few payments recently due to an emergency.,1,negative,0.9581639170646667,1
74eff545-3e65-4603-b8e3-654bfaf14ff0,43,125511,636,43272,24.99,43.96,Debt Consolidation,I missed a few payments recently due to an emergency.,1,negative,0.9581639170646667,1
30cbd755-6232-417a-a507-41818d1fb540,68,32328,703,19379,15.88,44.31,Personal,Need cash fast to cover some gambling losses.,1,positive,0.49670520424842834,0
bf0d073d-821c-4336-9970-cf60ebff8d15,32,56005,724,43831,10.34,34.52,Business,Overwhelmed by bills and need a quick fix.,0,negative,0.919330358505249,1
11df12d7-dd30-4e89-a2f2-35f2e11b868d,43,149198,715,42201,15.62,27.52,Home Imp,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
dabac50d-ca3d-4859-85ce-099c46b82659,55,65508,606,16505,14.04,8.61,Home Imp,I have a lot of other debts but I promise to pay.,0,neutral,0.8092361092567444,0
c9a7d91f-ef2a-4713-9702-10496a39aaa6,21,68481,637,45247,7.83,10.22,Home Imp,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
00a81de9-d20f-47d0-8465-6d6b81fb18b3,24,27872,680,14680,16.11,41.69,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
d664d264-4c6e-47ff-b9de-7a3a486822b9,44,117345,661,48393,12.01,9.04,Business,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
a8f1e091-ffb8-402d-9475-dbc996418ced,48,128788,657,46894,24.15,30.97,Home Imp,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
7250ee18-260a-4962-9d81-b7f57d5911c6,43,54260,642,48616,16.16,12.01,Business,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
551ac8ea-585a-4afa-bbfd-cc1289e06ab3,67,25235,713,42541,11.92,44.77,Education,I missed a few payments recently due to an emergency.,1,negative,0.9581639170646667,1
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,35,108839,701,42063,5.74,24.85,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
de9e3757-5260-401e-aecf-67d2749176f4,31,108386,656,10814,21.17,31.8,Business,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
3d225c30-b28f-41de-bb14-0bc3304b8590,65,33885,673,27969,9.02,9.32,Debt Consolidation,I have a lot of other debts but I promise to pay.,1,neutral,0.8092361092567444,0
db23aa8c-3bca-4f85-a20a-60ac9261549d,31,140939,615,32133,14.1,20.15,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
517400f8-0b2c-482a-a928-8e92c68a152f,62,124384,648,19783,7.0,7.95,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
e9d68f23-b489-4070-b914-f8a8bea4ff31,25,69801,716,16148,22.59,11.44,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,42,102860,592,45215,22.7,33.18,Personal,I have a lot of other debts but I promise to pay.,0,neutral,0.8092361092567444,0
a6eab79e-d21c-42f8-8ada-4f80a9e782d4,31,32019,686,11636,10.62,43.98,Personal,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,55,59768,557,48292,9.55,14.5,Debt Consolidation,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
f72169bb-8096-4718-a051-acef097a1e10,30,32144,741,28647,3.58,8.51,Education,Need cash fast to cover some gambling losses.,0,positive,0.49670520424842834,0
19b17e80-dea4-4e17-94fd-9ad39716108e,31,108648,644,24124,24.51,23.94,Debt Consolidation,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,63,59734,681,10972,17.3,20.5,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,23,59510,667,33818,13.5,14.05,Business,Overwhelmed by bills and need a quick fix.,0,negative,0.919330358505249,1
def57689-68f4-4bce-a4e7-5e8eb8f21423,63,37675,665,10616,17.87,37.33,Personal,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
1327f1bc-2784-478f-b84f-16b3a79fbfaf,24,135204,692,30369,21.1,21.75,Education,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
43d88870-f81d-4aa1-8812-0a8e78308930,36,87424,581,24585,5.2,41.11,Debt Consolidation,I missed a few payments recently due to an emergency.,1,negative,0.9581639170646667,1
65c17795-b155-46bc-9f8d-ed9756abf2f1,64,106300,679,14663,6.09,35.29,Home Imp,Need cash fast to cover some gambling losses.,0,positive,0.49670520424842834,0
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,33,41539,649,7796,12.6,44.53,Personal,Need cash fast to cover some gambling losses.,1,positive,0.49670520424842834,0
889b78d5-dbfd-497e-aca2-b148da330aa1,59,58801,634,25955,23.08,41.57,Debt Consolidation,I missed a few payments recently due to an emergency.,1,negative,0.9581639170646667,1
a075e927-5110-4492-b442-7e0b61484bb3,41,137279,638,23101,14.67,41.69,Debt Consolidation,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
7cea2045-c268-483e-a32f-2e63b7fddd71,47,39748,667,32160,6.72,27.66,Education,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
9e11d2cd-0930-4ef6-8a80-068ddf547e50,57,127176,626,11618,20.39,39.7,Business,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
af34cf65-a193-44b2-bc19-e71d118405ad,52,99976,721,44908,13.67,11.89,Personal,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,46,30083,679,30938,22.63,18.26,Home Imp,My business is struggling but I hope this loan helps.,1,positive,0.6618829369544983,0
fa745761-6f18-4108-9723-199dbf2c14a0,44,27651,668,27142,21.07,17.12,Business,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
b4323070-a23d-4c2f-82a7-96891933918c,27,138888,726,19939,6.39,43.97,Personal,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,47,104295,578,47307,5.42,22.67,Personal,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,24,92537,604,15418,4.91,33.38,Personal,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
0e5dd462-cbd0-4ef2-930a-37df0bc61066,22,47772,685,17632,22.32,13.03,Debt Consolidation,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
6e417d47-5ff5-45ea-9bc4-40f14b1a269b,66,51097,623,22955,11.42,23.57,Personal,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
697c3923-87fa-441a-be83-b91f25440fe0,36,73819,634,37033,16.27,12.1,Personal,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
2e183554-cae2-4e66-ae8a-781390e0a95b,37,123167,604,10923,9.63,20.46,Home Imp,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
9c07a751-1437-4509-acd1-586a2b840c67,35,109853,623,19752,18.07,15.76,Personal,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,21,87140,720,13671,17.42,29.05,Debt Consolidation,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
9549c931-e9af-499d-bf67-1eec3da70577,66,117978,698,47122,9.42,40.82,Business,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
a34db7c5-760d-4bbb-bb70-b3a124a35cf2,64,93241,677,45868,12.04,9.09,Education,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
aab612c9-415d-474a-b5a6-69814104a8b5,56,109848,643,43913,16.59,16.94,Debt Consolidation,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
771ad655-cdfc-4ee0-a61e-de900267deb3,61,67616,669,23145,9.11,33.44,Business,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
8beddb12-ad77-482f-89a2-3a89e6b5a92c,24,130569,733,44323,12.19,17.78,Home Imp,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
f1faf665-7115-43f3-92e8-9d1028711733,37,143870,643,32431,12.2,34.47,Education,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
4c955f6a-966b-4964-bcd6-bdca5876fd09,42,120230,672,19572,18.26,30.53,Personal,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
b0b862ef-6c9f-42b9-b647-8986a3917c99,40,135810,765,16140,21.57,40.06,Home Imp,Overwhelmed by bills and need a quick fix.,1,negative,0.919330358505249,1
4d57d880-d865-469a-b4f3-310340066ff2,37,120051,709,41636,19.9,12.32,Business,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
da743152-627b-41a1-bfd6-f23232ffe294,68,139220,649,25125,12.54,40.47,Business,I am currently between jobs but expect an offer soon.,1,neutral,0.8484305739402771,0
61a11729-3cb9-4350-9b4d-a0fe7bb38605,51,32035,687,46575,16.05,42.77,Debt Consolidation,I am currently between jobs but expect an offer soon.,0,neutral,0.8484305739402771,0
4bbe4aff-9326-4ffd-9be4-bf5192698698,64,75026,586,39723,9.91,7.16,Home Imp,I have a lot of other debts but I promise to pay.,1,neutral,0.8092361092567444,0
059dd55d-4b94-4e30-b303-f438fe2110d0,57,142026,674,34987,6.58,39.5,Home Imp,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
6553867d-a881-4fd3-947d-577bfa5a91ca,32,66079,694,46582,4.75,23.08,Home Imp,Need cash fast to cover some gambling losses.,0,positive,0.49670520424842834,0
dd750e98-90e0-495f-8212-b554464458b4,52,127919,694,10769,6.28,22.35,Personal,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
f93e08d5-bea2-4dfe-873f-6e1baf908e3c,21,29944,686,39981,7.79,19.92,Debt Consolidation,My salary just increased so I can afford this loan.,0,positive,0.947860836982727,0
bec39a37-9b3d-44bd-a91e-314e0c8e29e3,33,27348,697,49351,3.59,34.34,Home Imp,Using this for home renovation which will increase asset value.,0,positive,0.7973698973655701,0
e726be23-e776-4886-9534-ee1d7f2984f5,27,75272,688,37986,16.16,11.68,Debt Consolidation,I am very financially responsible and have savings.,0,neutral,0.8698418736457825,0
3ae909fe-cc82-48da-8696-f5e64944051b,54,103167,692,39348,10.76,40.52,Home Imp,Consolidating debt to reduce my overall monthly payments.,0,negative,0.7052075266838074,1
3810ae66-5a31-44cc-8d4b-69a99b689c88,69,49697,670,15805,23.88,41.73,Personal,Need cash fast to cover some gambling losses.,1,positive,0.49670520424842834,0
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,34,121216,620,6436,16.18,11.76,Business,I have never missed a payment in 10 years.,0,negative,0.7025801539421082,1
c478f6f1-b88e-4318-816d-83edad81f8bd,61,58526,714,40044,16.9,28.76,Debt Consolidation,I have a stable job and plan to pay this off early.,0,neutral,0.5154739618301392,0
